Time,SSI,symbol
10/6/2011,46.16,6E
10/5/2011,46.81,6E
10/4/2011,50.95,6E
10/3/2011,58.17,6E
9/30/2011,58.3,6E
9/29/2011,48.24,6E
9/28/2011,52.36,6E
9/27/2011,50.78,6E
9/26/2011,50.04,6E
9/23/2011,53.47,6E
9/22/2011,53.45,6E
9/21/2011,54.35,6E
9/20/2011,53.64,6E
9/19/2011,52.58,6E
9/16/2011,52.81,6E
9/15/2011,48.24,6E
9/14/2011,53.5,6E
9/13/2011,56.99,6E
9/12/2011,58.6,6E
9/9/2011,65.22,6E
9/8/2011,65.98,6E
9/7/2011,62.82,6E
9/6/2011,62.22,6E
9/5/2011,64.03,6E
9/2/2011,61.66,6E
9/1/2011,53.62,6E
8/31/2011,47.23,6E
8/30/2011,37.89,6E
8/29/2011,30,6E
8/26/2011,30.95,6E
8/25/2011,38.02,6E
8/24/2011,35.79,6E
8/23/2011,34.14,6E
8/22/2011,40.78,6E
8/19/2011,37.43,6E
8/18/2011,37.92,6E
8/17/2011,34.91,6E
8/16/2011,34.47,6E
8/15/2011,30.81,6E
8/12/2011,44.55,6E
8/11/2011,46.88,6E
8/10/2011,50.25,6E
8/9/2011,43.56,6E
8/8/2011,48.28,6E
8/5/2011,44.95,6E
8/4/2011,51.34,6E
8/3/2011,42.7,6E
8/2/2011,45.41,6E
8/1/2011,42.83,6E
7/29/2011,40.66,6E
7/28/2011,39.29,6E
7/27/2011,40.92,6E
7/26/2011,37.2,6E
7/25/2011,38.15,6E
7/22/2011,40.19,6E
7/21/2011,37.45,6E
7/20/2011,44.22,6E
7/19/2011,47.41,6E
7/18/2011,48.81,6E
7/15/2011,51.33,6E
7/14/2011,48.06,6E
7/13/2011,51.94,6E
7/12/2011,59.41,6E
7/11/2011,62.59,6E
7/8/2011,54.42,6E
7/7/2011,49.07,6E
7/6/2011,46.12,6E
7/5/2011,38.27,6E
7/4/2011,37.02,6E
7/1/2011,33.17,6E
6/30/2011,34.22,6E
6/29/2011,34.18,6E
6/28/2011,40.23,6E
6/27/2011,46.71,6E
6/24/2011,44.03,6E
6/23/2011,42.49,6E
6/22/2011,41.25,6E
6/21/2011,37.33,6E
6/20/2011,44.25,6E
6/17/2011,47.79,6E
6/16/2011,49.19,6E
6/15/2011,53.45,6E
6/14/2011,41.54,6E
6/13/2011,43.35,6E
6/10/2011,47.49,6E
6/9/2011,42.2,6E
6/8/2011,41.59,6E
6/7/2011,33.15,6E
6/6/2011,39.7,6E
6/3/2011,32.35,6E
6/2/2011,38.49,6E
6/1/2011,41.05,6E
5/31/2011,40.5,6E
5/30/2011,39.71,6E
5/27/2011,45.62,6E
5/26/2011,45.07,6E
5/25/2011,47.78,6E
5/24/2011,45.78,6E
5/23/2011,49.03,6E
5/20/2011,47.74,6E
5/19/2011,42.52,6E
5/18/2011,44.66,6E
5/17/2011,41.7,6E
5/16/2011,44.76,6E
5/13/2011,47.98,6E
5/12/2011,46.95,6E
5/11/2011,50.63,6E
5/10/2011,45.53,6E
5/9/2011,43.53,6E
5/6/2011,45.23,6E
5/5/2011,52.22,6E
5/4/2011,34.71,6E
5/3/2011,33.16,6E
5/2/2011,33.92,6E
4/29/2011,31.92,6E
4/28/2011,32.74,6E
4/27/2011,30.62,6E
4/26/2011,29.65,6E
4/25/2011,32.18,6E
4/22/2011,32.7,6E
4/21/2011,32.19,6E
4/20/2011,29.01,6E
4/19/2011,36.9,6E
4/18/2011,43.11,6E
4/15/2011,36.17,6E
4/14/2011,30.2,6E
4/13/2011,33.81,6E
4/12/2011,30.32,6E
4/11/2011,31.5,6E
4/8/2011,27.59,6E
4/7/2011,33.97,6E
4/6/2011,32.56,6E
4/5/2011,33.5,6E
4/4/2011,31.09,6E
4/1/2011,31.36,6E
3/31/2011,33.56,6E
3/30/2011,35.66,6E
3/29/2011,34.97,6E
3/28/2011,37.5,6E
3/25/2011,34.92,6E
3/24/2011,34.44,6E
3/23/2011,32.8,6E
3/22/2011,28.38,6E
3/21/2011,25.06,6E
3/18/2011,26.21,6E
3/17/2011,29.06,6E
3/16/2011,30.49,6E
3/15/2011,26.51,6E
3/14/2011,29.41,6E
3/11/2011,34.77,6E
3/10/2011,36.23,6E
3/9/2011,36.56,6E
3/8/2011,32.07,6E
3/7/2011,30.28,6E
3/4/2011,27.41,6E
3/3/2011,28.41,6E
3/2/2011,29.63,6E
3/1/2011,31.24,6E
2/28/2011,31.44,6E
2/25/2011,30.98,6E
2/24/2011,29.06,6E
2/23/2011,29.87,6E
2/22/2011,32.92,6E
2/21/2011,32.42,6E
2/18/2011,34.89,6E
2/17/2011,35.67,6E
2/16/2011,41.11,6E
2/15/2011,44.62,6E
2/14/2011,39.8,6E
2/11/2011,42.03,6E
2/10/2011,37.11,6E
2/9/2011,33.23,6E
2/8/2011,38.15,6E
2/7/2011,36.67,6E
2/4/2011,34.82,6E
2/3/2011,36.58,6E
2/2/2011,30.16,6E
2/1/2011,27.88,6E
1/31/2011,31.74,6E
1/28/2011,33.72,6E
1/27/2011,33.99,6E
1/26/2011,30.26,6E
1/25/2011,30.72,6E
1/24/2011,36.39,6E
1/21/2011,31.49,6E
1/20/2011,33.81,6E
1/19/2011,37.4,6E
1/18/2011,35.09,6E
1/17/2011,38.55,6E
1/14/2011,34.35,6E
1/13/2011,34.77,6E
1/12/2011,43.65,6E
1/11/2011,52.12,6E
1/10/2011,57.16,6E
1/7/2011,60.92,6E
1/6/2011,57.82,6E
1/5/2011,51.68,6E
1/4/2011,43.78,6E
1/3/2011,40.48,6E
12/31/2010,37.56,6E
12/30/2010,41.1,6E
12/29/2010,45.11,6E
12/28/2010,50.78,6E
12/27/2010,46.91,6E
12/24/2010,52.58,6E
12/23/2010,53.1,6E
12/22/2010,55.32,6E
12/21/2010,54.66,6E
12/20/2010,52.55,6E
12/17/2010,52.57,6E
12/16/2010,44.53,6E
12/15/2010,49.29,6E
12/14/2010,38.99,6E
12/13/2010,36.5,6E
12/10/2010,45.49,6E
12/9/2010,41.95,6E
12/8/2010,42.45,6E
12/7/2010,46.61,6E
12/6/2010,44.64,6E
12/3/2010,43.07,6E
12/2/2010,49.26,6E
12/1/2010,50.36,6E
11/30/2010,56.17,6E
11/29/2010,55.36,6E
11/26/2010,53.09,6E
11/25/2010,53.17,6E
11/24/2010,56.46,6E
11/23/2010,59.75,6E
11/22/2010,48.18,6E
11/19/2010,45.3,6E
11/18/2010,44.59,6E
11/17/2010,51.25,6E
11/16/2010,56.4,6E
11/15/2010,53.47,6E
11/12/2010,50.27,6E
11/11/2010,53.47,6E
11/10/2010,50.1,6E
11/9/2010,54.1,6E
11/8/2010,50.76,6E
11/5/2010,45.91,6E
11/4/2010,40.57,6E
11/3/2010,33.12,6E
11/2/2010,32,6E
11/1/2010,44.33,6E
10/29/2010,42.15,6E
10/28/2010,38.35,6E
10/27/2010,49.13,6E
10/26/2010,41.78,6E
10/25/2010,40.84,6E
10/22/2010,38.86,6E
10/21/2010,38.66,6E
10/20/2010,35.1,6E
10/19/2010,45.14,6E
10/18/2010,41.7,6E
10/15/2010,41.65,6E
10/14/2010,37.18,6E
10/13/2010,37.41,6E
10/12/2010,40.34,6E
10/11/2010,42.73,6E
10/8/2010,40.14,6E
10/7/2010,39.51,6E
10/6/2010,35.35,6E
10/5/2010,35.65,6E
10/4/2010,40.71,6E
10/1/2010,32.87,6E
9/30/2010,36.56,6E
9/29/2010,34.26,6E
9/28/2010,33.6,6E
9/27/2010,40.99,6E
9/24/2010,37.6,6E
9/23/2010,44.06,6E
9/22/2010,39.65,6E
9/21/2010,34.32,6E
9/20/2010,38.32,6E
9/17/2010,39.45,6E
9/16/2010,39.9,6E
9/15/2010,39.21,6E
9/14/2010,37.04,6E
9/13/2010,37.94,6E
9/10/2010,49.21,6E
9/9/2010,51.46,6E
9/8/2010,52.27,6E
9/7/2010,52.71,6E
9/6/2010,42.9,6E
9/3/2010,39.7,6E
9/2/2010,44.36,6E
9/1/2010,45.23,6E
8/31/2010,48.3,6E
8/30/2010,52.09,6E
8/27/2010,48.07,6E
8/26/2010,45.6,6E
8/25/2010,47.41,6E
8/24/2010,48.02,6E
8/23/2010,50.88,6E
8/20/2010,48.44,6E
8/19/2010,47.92,6E
8/18/2010,48.43,6E
8/17/2010,47.18,6E
8/16/2010,50.58,6E
8/13/2010,52.37,6E
8/12/2010,47.24,6E
8/11/2010,53.74,6E
8/10/2010,45.84,6E
8/9/2010,45.92,6E
8/6/2010,40.14,6E
8/5/2010,43.3,6E
8/4/2010,44.16,6E
8/3/2010,38.8,6E
8/2/2010,37.43,6E
7/30/2010,39.53,6E
7/29/2010,38.97,6E
7/28/2010,39.87,6E
7/27/2010,40.16,6E
7/26/2010,38.38,6E
7/23/2010,40.83,6E
7/22/2010,42.81,6E
7/21/2010,44.07,6E
7/20/2010,41.49,6E
7/19/2010,39.72,6E
7/16/2010,39.05,6E
7/15/2010,36.9,6E
7/14/2010,39.03,6E
7/13/2010,35.21,6E
7/12/2010,40.33,6E
7/9/2010,36.78,6E
7/8/2010,35.42,6E
7/7/2010,38.83,6E
7/6/2010,39.35,6E
7/5/2010,40.66,6E
7/2/2010,40.81,6E
7/1/2010,37.54,6E
6/30/2010,48.5,6E
6/29/2010,50.72,6E
6/28/2010,50.19,6E
6/25/2010,42.25,6E
6/24/2010,46.04,6E
6/23/2010,44.47,6E
6/22/2010,47.75,6E
6/21/2010,48.26,6E
6/18/2010,43.68,6E
6/17/2010,40.46,6E
6/16/2010,42.16,6E
6/15/2010,38.83,6E
6/14/2010,44.62,6E
6/11/2010,49.31,6E
6/10/2010,46.67,6E
6/9/2010,54.09,6E
6/8/2010,56.55,6E
6/7/2010,58.56,6E
6/4/2010,64.99,6E
6/3/2010,61.53,6E
6/2/2010,51.83,6E
6/1/2010,49.68,6E
5/31/2010,52.66,6E
5/28/2010,55.53,6E
5/27/2010,53.2,6E
5/26/2010,58.53,6E
5/25/2010,50.18,6E
5/24/2010,51.11,6E
5/21/2010,47.94,6E
5/20/2010,47.56,6E
5/19/2010,45.55,6E
5/18/2010,57.17,6E
5/17/2010,51.16,6E
5/14/2010,61.89,6E
5/13/2010,62.77,6E
5/12/2010,60.58,6E
5/11/2010,58.19,6E
5/10/2010,57.16,6E
5/7/2010,57.89,6E
5/6/2010,58.22,6E
5/5/2010,66.43,6E
5/4/2010,70.51,6E
5/3/2010,59.57,6E
4/30/2010,47.79,6E
4/29/2010,51.7,6E
4/28/2010,55.7,6E
4/27/2010,67.71,6E
4/26/2010,50.94,6E
4/23/2010,51.46,6E
4/22/2010,66.21,6E
4/21/2010,61.22,6E
4/20/2010,61.57,6E
4/19/2010,51.93,6E
4/16/2010,52.52,6E
4/15/2010,48.29,6E
4/14/2010,42.27,6E
4/13/2010,49.71,6E
4/12/2010,52.15,6E
4/9/2010,45.65,6E
4/8/2010,53.07,6E
4/7/2010,55.11,6E
4/6/2010,51.19,6E
4/5/2010,47.11,6E
4/2/2010,47,6E
4/1/2010,39.47,6E
3/31/2010,40.79,6E
3/30/2010,50.89,6E
3/29/2010,42.65,6E
3/26/2010,45.99,6E
3/25/2010,58.8,6E
3/24/2010,62.25,6E
3/23/2010,60.99,6E
3/22/2010,57.04,6E
3/19/2010,61.09,6E
3/18/2010,58.09,6E
3/17/2010,46.78,6E
3/16/2010,42.76,6E
3/15/2010,49.57,6E
3/12/2010,40.32,6E
3/11/2010,42,6E
3/10/2010,44.99,6E
3/9/2010,53.27,6E
3/8/2010,50,6E
3/5/2010,52.09,6E
3/4/2010,54.81,6E
3/3/2010,41.33,6E
3/2/2010,43.09,6E
3/1/2010,49.37,6E
2/26/2010,44.73,6E
2/25/2010,49.7,6E
2/24/2010,55.08,6E
2/23/2010,61.26,6E
2/22/2010,49.76,6E
2/19/2010,53.93,6E
2/18/2010,62.28,6E
2/17/2010,61.51,6E
2/16/2010,47.74,6E
2/15/2010,55.68,6E
2/12/2010,56.52,6E
2/11/2010,55.71,6E
2/10/2010,52.24,6E
2/9/2010,49.73,6E
2/8/2010,58.18,6E
2/5/2010,60.97,6E
2/4/2010,67.81,6E
2/3/2010,62.63,6E
2/2/2010,52.3,6E
2/1/2010,53.82,6E
1/29/2010,67.83,6E
1/28/2010,64.18,6E
1/27/2010,64.82,6E
1/26/2010,59.16,6E
1/25/2010,55.71,6E
1/22/2010,55.1,6E
1/21/2010,63.49,6E
1/20/2010,66.95,6E
1/19/2010,65.28,6E
1/18/2010,56.25,6E
1/15/2010,62.25,6E
1/14/2010,52.07,6E
1/13/2010,48.13,6E
1/12/2010,47.86,6E
1/11/2010,43.98,6E
1/8/2010,48.87,6E
1/7/2010,62.2,6E
1/6/2010,48.98,6E
1/5/2010,54.57,6E
1/4/2010,45.08,6E
12/31/2009,55.82,6E
12/30/2009,55.39,6E
12/29/2009,56.9,6E
12/28/2009,53.92,6E
12/24/2009,54.99,6E
12/23/2009,53.83,6E
12/22/2009,62.46,6E
12/21/2009,66.88,6E
12/18/2009,63.3,6E
12/17/2009,65.63,6E
12/16/2009,64.31,6E
12/15/2009,67.34,6E
12/14/2009,61.41,6E
12/11/2009,68.7,6E
12/10/2009,61.27,6E
12/9/2009,61.25,6E
12/8/2009,66.29,6E
12/7/2009,58.98,6E
12/4/2009,61.94,6E
12/3/2009,35.51,6E
12/2/2009,36.42,6E
12/1/2009,28.03,6E
11/30/2009,39,6E
11/27/2009,44.22,6E
11/26/2009,39.5,6E
11/25/2009,19.58,6E
11/24/2009,33.11,6E
11/23/2009,31.23,6E
11/20/2009,47.43,6E
11/19/2009,42.04,6E
11/18/2009,33.34,6E
11/17/2009,51.01,6E
11/16/2009,35.59,6E
11/13/2009,42.37,6E
11/12/2009,53,6E
11/11/2009,37.84,6E
11/10/2009,35.65,6E
11/9/2009,31.74,6E
11/6/2009,42.73,6E
11/5/2009,40.73,6E
11/4/2009,37.14,6E
11/3/2009,49.09,6E
11/2/2009,49.27,6E
10/30/2009,54.49,6E
10/29/2009,46.99,6E
10/28/2009,57.79,6E
10/27/2009,54.42,6E
10/26/2009,55.17,6E
10/23/2009,38.52,6E
10/22/2009,31.54,6E
10/21/2009,30.25,6E
10/20/2009,41.7,6E
10/19/2009,30.62,6E
10/16/2009,40.52,6E
10/15/2009,34.48,6E
10/14/2009,29.95,6E
10/13/2009,30.55,6E
10/12/2009,32.38,6E
10/9/2009,43.48,6E
10/8/2009,31.51,6E
10/7/2009,42.08,6E
10/6/2009,36.5,6E
10/5/2009,36.63,6E
10/2/2009,44.15,6E
10/1/2009,51.54,6E
9/30/2009,39.4,6E
9/29/2009,43.3,6E
9/28/2009,42.2,6E
9/25/2009,38.68,6E
9/24/2009,42.47,6E
9/23/2009,36.74,6E
9/22/2009,25.51,6E
9/21/2009,30.8,6E
9/18/2009,27.95,6E
9/17/2009,25.96,6E
9/16/2009,23.76,6E
9/15/2009,23.24,6E
9/14/2009,25.37,6E
9/11/2009,28.6,6E
9/10/2009,25.25,6E
9/9/2009,27.15,6E
9/8/2009,24.07,6E
9/7/2009,35.11,6E
9/4/2009,38.61,6E
9/3/2009,45.98,6E
9/2/2009,42.69,6E
9/1/2009,52.26,6E
8/31/2009,35.27,6E
8/28/2009,39.45,6E
8/27/2009,34.65,6E
8/26/2009,45.8,6E
8/25/2009,39.07,6E
8/24/2009,40.35,6E
8/21/2009,31.77,6E
8/20/2009,39.23,6E
8/19/2009,38.68,6E
8/18/2009,51.23,6E
8/17/2009,55.35,6E
8/14/2009,50.48,6E
8/13/2009,43.02,6E
8/12/2009,47.41,6E
8/11/2009,52.54,6E
8/10/2009,54.72,6E
8/7/2009,56.53,6E
8/6/2009,45.08,6E
8/5/2009,36.17,6E
8/4/2009,37.89,6E
8/3/2009,32.29,6E
7/31/2009,31.95,6E
7/30/2009,51.59,6E
7/29/2009,60.23,6E
7/28/2009,51.01,6E
7/27/2009,37.92,6E
7/24/2009,33.64,6E
7/23/2009,41.26,6E
7/22/2009,32.55,6E
7/21/2009,34.61,6E
7/20/2009,29.36,6E
7/17/2009,33.94,6E
7/16/2009,31.57,6E
7/15/2009,31.9,6E
7/14/2009,48.46,6E
7/13/2009,41.86,6E
7/10/2009,47.84,6E
7/9/2009,37.48,6E
7/8/2009,53.53,6E
7/7/2009,54.58,6E
7/6/2009,47.64,6E
7/3/2009,50.79,6E
7/2/2009,54.95,6E
7/1/2009,35.14,6E
6/30/2009,46.26,6E
6/29/2009,37.11,6E
6/26/2009,37.27,6E
6/25/2009,43.75,6E
6/24/2009,46.07,6E
6/23/2009,32.54,6E
6/22/2009,46.38,6E
6/19/2009,43.72,6E
6/18/2009,47.18,6E
6/17/2009,44.5,6E
6/16/2009,48.89,6E
6/15/2009,52.68,6E
6/12/2009,46.7,6E
6/11/2009,41.13,6E
6/10/2009,46.12,6E
6/9/2009,38.43,6E
6/8/2009,46.35,6E
6/5/2009,49.03,6E
6/4/2009,38.74,6E
6/3/2009,45.38,6E
6/2/2009,34.64,6E
6/1/2009,44.18,6E
5/29/2009,35.45,6E
5/28/2009,37.67,6E
5/27/2009,36.68,6E
5/26/2009,36.68,6E
5/25/2009,38.38,6E
5/22/2009,36.42,6E
5/21/2009,35.02,6E
5/20/2009,35.33,6E
5/19/2009,38.53,6E
5/18/2009,41.99,6E
5/15/2009,46.77,6E
5/14/2009,36.94,6E
5/13/2009,44.25,6E
5/12/2009,39.94,6E
5/11/2009,42.3,6E
5/8/2009,35.36,6E
5/7/2009,42.33,6E
5/6/2009,44.69,6E
5/5/2009,43.85,6E
5/4/2009,39,6E
5/1/2009,44.33,6E
4/30/2009,43.57,6E
4/29/2009,40.43,6E
4/28/2009,43.43,6E
4/27/2009,51.09,6E
4/24/2009,43.24,6E
4/23/2009,45.24,6E
4/22/2009,53.23,6E
4/21/2009,57.05,6E
4/20/2009,56.33,6E
4/17/2009,62.15,6E
4/16/2009,54.3,6E
4/15/2009,52.09,6E
4/14/2009,51.83,6E
4/13/2009,44.75,6E
4/10/2009,57.18,6E
4/9/2009,60.12,6E
4/8/2009,52.1,6E
4/7/2009,53.83,6E
4/6/2009,51.81,6E
4/3/2009,44.12,6E
4/2/2009,46.42,6E
4/1/2009,50.77,6E
3/31/2009,47.6,6E
3/30/2009,50.32,6E
3/27/2009,55.65,6E
3/26/2009,52.37,6E
3/25/2009,45.41,6E
3/24/2009,54.75,6E
3/23/2009,47.93,6E
3/20/2009,48.38,6E
3/19/2009,46.92,6E
3/18/2009,38.53,6E
3/17/2009,46.66,6E
3/16/2009,51.54,6E
3/13/2009,46.64,6E
3/12/2009,42.38,6E
3/11/2009,40.79,6E
3/10/2009,54.18,6E
3/9/2009,57.44,6E
3/6/2009,53.8,6E
3/5/2009,57.78,6E
3/4/2009,50.71,6E
3/3/2009,62.42,6E
3/2/2009,60.16,6E
2/27/2009,57.68,6E
2/26/2009,55.29,6E
2/25/2009,59.28,6E
2/24/2009,48.35,6E
2/23/2009,56.24,6E
2/20/2009,47.88,6E
2/19/2009,52.84,6E
2/18/2009,61.02,6E
2/17/2009,61.47,6E
2/16/2009,58.62,6E
2/13/2009,54.21,6E
2/12/2009,50.28,6E
2/11/2009,56.78,6E
2/10/2009,53.61,6E
2/9/2009,55.3,6E
2/6/2009,57.08,6E
2/5/2009,59.53,6E
2/4/2009,55.24,6E
2/3/2009,49.3,6E
2/2/2009,54.11,6E
1/30/2009,59.89,6E
1/29/2009,55.74,6E
1/28/2009,53.3,6E
1/27/2009,51.18,6E
1/26/2009,46.72,6E
1/23/2009,49.23,6E
1/22/2009,55.45,6E
1/21/2009,49.89,6E
1/20/2009,49.45,6E
1/19/2009,55.88,6E
1/16/2009,51.24,6E
1/15/2009,50.02,6E
1/14/2009,46.35,6E
1/13/2009,47.41,6E
1/12/2009,46.43,6E
1/9/2009,55.67,6E
1/8/2009,48.8,6E
1/7/2009,47.96,6E
1/6/2009,45.21,6E
1/5/2009,50.59,6E
1/2/2009,57.32,6E
12/31/2008,55.75,6E
12/30/2008,50.59,6E
12/29/2008,51.3,6E
12/26/2008,48.76,6E
12/24/2008,46.68,6E
12/23/2008,50.82,6E
12/22/2008,49.31,6E
12/19/2008,46.15,6E
12/18/2008,50.22,6E
12/17/2008,48.54,6E
12/16/2008,45.72,6E
12/15/2008,42.49,6E
12/12/2008,38.36,6E
12/11/2008,41.98,6E
12/10/2008,35.72,6E
12/9/2008,40.63,6E
12/8/2008,36.33,6E
12/5/2008,52.1,6E
12/4/2008,40.61,6E
12/3/2008,46.07,6E
12/2/2008,47.02,6E
12/1/2008,55.53,6E
11/28/2008,55.23,6E
11/27/2008,47.23,6E
11/26/2008,48.58,6E
11/25/2008,37.68,6E
11/24/2008,39.14,6E
11/21/2008,48.19,6E
11/20/2008,53.77,6E
11/19/2008,53.58,6E
11/18/2008,48.97,6E
11/17/2008,48.28,6E
11/14/2008,46.01,6E
11/13/2008,47.84,6E
11/12/2008,49.53,6E
11/11/2008,57.4,6E
11/10/2008,52.39,6E
11/7/2008,51.09,6E
11/6/2008,46.93,6E
11/5/2008,42.1,6E
11/4/2008,45.34,6E
11/3/2008,52.73,6E
10/31/2008,47.3,6E
10/30/2008,52.24,6E
10/29/2008,49.72,6E
10/28/2008,46.13,6E
10/27/2008,44.27,6E
10/24/2008,51.18,6E
10/23/2008,44.77,6E
10/22/2008,46.24,6E
10/21/2008,57.97,6E
10/20/2008,63,6E
10/17/2008,59.64,6E
10/16/2008,54.87,6E
10/15/2008,59.13,6E
10/14/2008,54.62,6E
10/13/2008,54.91,6E
10/10/2008,56.32,6E
10/9/2008,57.01,6E
10/8/2008,51.69,6E
10/7/2008,50.73,6E
10/6/2008,48.99,6E
10/3/2008,54.39,6E
10/2/2008,50.4,6E
10/1/2008,55.01,6E
9/30/2008,56.74,6E
9/29/2008,53.22,6E
9/26/2008,52.21,6E
9/25/2008,53.39,6E
9/24/2008,54.18,6E
9/23/2008,47.69,6E
9/22/2008,43.24,6E
9/19/2008,49.02,6E
9/18/2008,54.85,6E
9/17/2008,47.99,6E
9/16/2008,53.68,6E
9/15/2008,54.33,6E
9/12/2008,48.55,6E
9/11/2008,50.58,6E
9/10/2008,56.42,6E
9/9/2008,52.16,6E
9/8/2008,54.35,6E
9/5/2008,56.17,6E
9/4/2008,60.21,6E
9/3/2008,51.01,6E
9/2/2008,55.42,6E
9/1/2008,58.35,6E
8/29/2008,59.28,6E
8/28/2008,57.71,6E
8/27/2008,53.58,6E
8/26/2008,55.82,6E
8/25/2008,57.26,6E
8/22/2008,59.25,6E
8/21/2008,52.34,6E
8/20/2008,57.84,6E
8/19/2008,52.23,6E
8/18/2008,58.67,6E
8/15/2008,57.36,6E
8/14/2008,59.02,6E
8/13/2008,55.89,6E
8/12/2008,54.1,6E
8/11/2008,59.78,6E
8/8/2008,62.65,6E
8/7/2008,69.9,6E
8/6/2008,66.01,6E
8/5/2008,64.8,6E
8/4/2008,56.59,6E
8/1/2008,62.39,6E
7/31/2008,58.76,6E
7/30/2008,61.16,6E
7/29/2008,63.86,6E
7/28/2008,49.63,6E
7/25/2008,55.7,6E
7/24/2008,59.33,6E
7/23/2008,56.09,6E
7/22/2008,49.95,6E
7/21/2008,31.86,6E
7/18/2008,39.04,6E
7/17/2008,39.12,6E
7/16/2008,42.03,6E
7/15/2008,34.96,6E
7/14/2008,29.4,6E
7/11/2008,24.39,6E
7/10/2008,34.6,6E
7/9/2008,37.08,6E
7/8/2008,47.77,6E
7/7/2008,41.47,6E
7/4/2008,47.48,6E
7/3/2008,51.41,6E
7/2/2008,28.88,6E
7/1/2008,32.97,6E
6/30/2008,39.26,6E
6/27/2008,33.63,6E
6/26/2008,35.64,6E
6/25/2008,39.81,6E
6/24/2008,49.21,6E
6/23/2008,55.41,6E
6/20/2008,44.23,6E
6/19/2008,56.47,6E
6/18/2008,50.62,6E
6/17/2008,52.72,6E
6/16/2008,54.53,6E
6/13/2008,61.13,6E
6/12/2008,61.3,6E
6/11/2008,55.57,6E
6/10/2008,59.36,6E
6/9/2008,49.72,6E
6/6/2008,37.44,6E
6/5/2008,44.57,6E
6/4/2008,58.35,6E
6/3/2008,56.22,6E
6/2/2008,53.15,6E
5/30/2008,51.75,6E
5/29/2008,59.51,6E
5/28/2008,43.68,6E
5/27/2008,43.68,6E
5/26/2008,45.41,6E
5/23/2008,43.05,6E
5/22/2008,48.37,6E
5/21/2008,38.06,6E
5/20/2008,39.13,6E
5/19/2008,54.79,6E
5/16/2008,38.13,6E
5/15/2008,50.9,6E
5/14/2008,50.29,6E
5/13/2008,50.51,6E
5/12/2008,46.26,6E
5/9/2008,50.35,6E
5/8/2008,51.38,6E
5/7/2008,57.59,6E
5/6/2008,50.31,6E
5/5/2008,49.36,6E
5/2/2008,52.43,6E
5/1/2008,55.76,6E
4/30/2008,50.8,6E
4/29/2008,53.09,6E
4/28/2008,51.33,6E
4/25/2008,52.63,6E
4/24/2008,53.87,6E
4/23/2008,43.86,6E
4/22/2008,30.82,6E
4/21/2008,37.42,6E
4/18/2008,47.33,6E
4/17/2008,42.57,6E
4/16/2008,33.19,6E
4/15/2008,42.39,6E
4/14/2008,37.38,6E
4/11/2008,37.11,6E
4/10/2008,42.94,6E
4/9/2008,35.84,6E
4/8/2008,45.44,6E
4/7/2008,44.34,6E
4/4/2008,44.31,6E
4/3/2008,41.35,6E
4/2/2008,44.73,6E
4/1/2008,45.82,6E
3/31/2008,42.99,6E
3/28/2008,44.19,6E
3/27/2008,45.6,6E
3/26/2008,37.73,6E
3/25/2008,38.35,6E
3/24/2008,40.34,6E
3/21/2008,41.29,6E
3/20/2008,40.8,6E
3/19/2008,41.61,6E
3/18/2008,43.08,6E
3/17/2008,45.22,6E
3/14/2008,36.59,6E
3/13/2008,35.83,6E
3/12/2008,31.22,6E
3/11/2008,41.01,6E
3/10/2008,41.07,6E
3/7/2008,38.31,6E
3/6/2008,33.9,6E
3/5/2008,32.8,6E
3/4/2008,38.51,6E
3/3/2008,39.3,6E
2/29/2008,35.87,6E
2/28/2008,33.88,6E
2/27/2008,32.65,6E
2/26/2008,28.83,6E
2/25/2008,37.41,6E
2/22/2008,35.03,6E
2/21/2008,32.85,6E
2/20/2008,44.74,6E
2/19/2008,41.62,6E
2/18/2008,47.82,6E
2/15/2008,46,6E
2/14/2008,46.15,6E
2/13/2008,48.44,6E
2/12/2008,47.71,6E
2/11/2008,49.83,6E
2/8/2008,49.51,6E
2/7/2008,50.8,6E
2/6/2008,48.55,6E
2/5/2008,50.28,6E
2/4/2008,41.63,6E
2/1/2008,40.81,6E
1/31/2008,35.58,6E
1/30/2008,40.29,6E
1/29/2008,39.58,6E
1/28/2008,39.76,6E
1/25/2008,44.26,6E
1/24/2008,39.89,6E
1/23/2008,45.25,6E
1/22/2008,44.72,6E
1/21/2008,43.1,6E
1/18/2008,40.69,6E
1/17/2008,35.77,6E
1/16/2008,38,6E
1/15/2008,37.37,6E
1/14/2008,37.08,6E
1/11/2008,34.34,6E
1/10/2008,31.19,6E
1/9/2008,37.29,6E
1/8/2008,37.85,6E
1/7/2008,41.44,6E
1/4/2008,35.94,6E
1/3/2008,35.43,6E
1/2/2008,37.27,6E
12/31/2007,43.37,6E
12/28/2007,41.26,6E
12/27/2007,41.73,6E
12/26/2007,46.76,6E
12/24/2007,46.76,6E
12/21/2007,49.68,6E
12/20/2007,51.17,6E
12/19/2007,47.67,6E
12/18/2007,47.14,6E
12/17/2007,42.56,6E
12/14/2007,47.26,6E
12/13/2007,46.22,6E
12/12/2007,38,6E
12/11/2007,43.03,6E
12/10/2007,39.73,6E
12/7/2007,38.17,6E
12/6/2007,40.74,6E
12/5/2007,46.41,6E
12/4/2007,37.47,6E
12/3/2007,45.93,6E
11/30/2007,45.93,6E
11/29/2007,44.05,6E
